,Word1,Word2,Word1_Syll,Word2_Syll,Word1_Length,Word2_Length,Freq_Per_Mil1,Log_Freq_Per_Mil1,Freq_Per_Mil2,Log_Freq_Per_Mil2,Syll_Delta,Freq_Delta,Length_Delta
4080,brightness,radiance,2,3,10,8,0.59,1.4914,0.24,1.1139,-1,0.37750000000000017,2
4081,retail,report,2,2,6,6,2.31,2.0755,108.0,3.7411,0,-1.6656,0
4082,resurrect,revive,3,2,9,6,0.71,1.5682,1.84,1.9777,1,-0.4095,3
4083,frustrate,hinder,2,2,9,6,0.27,1.1761,0.73,1.5798,0,-0.40370000000000017,3
4084,prohibit,hinder,3,2,8,6,0.47,1.3979,0.73,1.5798,1,-0.18190000000000017,2
4085,stay,hinder,1,2,4,6,515.65,4.4199,0.73,1.5798,-1,2.8401,-2
4086,take,conduct,1,2,4,7,1891.04,4.9843,11.1,2.7536,-1,2.2307,-3
4087,bestow,conduct,2,2,6,7,1.1,1.7559,11.1,2.7536,0,-0.9977,-1
4088,carry,conduct,2,2,5,7,65.9,3.5266,11.1,2.7536,0,0.7730000000000001,-2
4089,quit,conduct,1,2,4,7,90.1,3.6624,11.1,2.7536,-1,0.9087999999999998,-3
4090,take,occupy,1,3,4,6,1891.04,4.9843,2.47,2.1038,-2,2.8805,-2
4091,amuse,occupy,2,3,5,6,2.61,2.1271,2.47,2.1038,-1,0.023299999999999876,-1
4092,take,understand,1,3,4,10,1891.04,4.9843,482.45,4.391,-2,0.5933000000000002,-6
4093,know,understand,1,3,4,10,5721.18,5.4651,482.45,4.391,-2,1.0740999999999996,-6
4094,accept,understand,2,3,6,10,52.78,3.4302,482.45,4.391,-1,-0.9607999999999999,-4
4095,empathize,understand,3,3,9,10,0.63,1.5185,482.45,4.391,0,-2.8725,-1
4096,take,consume,1,2,4,7,1891.04,4.9843,2.06,2.0253,-1,2.959,-3
4097,corrode,consume,2,2,7,7,0.1,0.7782,2.06,2.0253,0,-1.2471,0
4098,destroy,consume,2,2,7,7,47.18,3.3815,2.06,2.0253,0,1.3561999999999999,0
4099,bear,afford,1,2,4,6,57.41,3.4667,44.43,3.3555,-1,0.11119999999999974,-2
4100,provide,afford,2,2,7,6,17.41,2.9489,44.43,3.3555,0,-0.4066000000000001,1
4101,bear,stand,1,1,4,5,57.41,3.4667,226.2,4.0621,0,-0.5954000000000002,-1
4102,bear,gestate,1,2,4,7,57.41,3.4667,0.06,0.6021,-1,2.8646,-3
4103,know,recognize,1,3,4,9,5721.18,5.4651,34.31,3.2433,-2,2.2217999999999996,-5
4104,combine,unite,2,2,7,5,2.22,2.0569,3.02,2.1903,0,-0.13339999999999996,2
4105,theorize,hypothesize,3,4,8,11,0.2,1.0414,0.08,0.699,-1,0.34240000000000015,-3
4106,range,reach,1,1,5,5,22.76,3.0652,56.92,3.463,0,-0.39780000000000015,0
4107,accomplish,reach,3,1,10,5,5.84,2.4757,56.92,3.463,2,-0.9873000000000003,5
4108,ordain,enact,2,2,6,5,0.18,1.0,0.18,1.0,0,0.0,1
4109,usher,announce,2,2,5,8,2.37,2.0864,9.76,2.6981,0,-0.6117000000000004,-3
4110,adjudicate,judge,4,1,10,5,0.1,0.7782,79.67,3.609,3,-2.8308,5
4111,dispose,discard,2,2,7,7,3.14,2.2068,1.08,1.7482,0,0.4585999999999999,0
4112,abandon,discard,3,2,7,7,8.1,2.617,1.08,1.7482,1,0.8688,0
4113,dispose,appoint,2,2,7,7,3.14,2.2068,2.04,2.0212,0,0.1856,0
4114,designate,appoint,3,2,9,7,0.61,1.5051,2.04,2.0212,1,-0.5160999999999998,2
4115,prescribe,appoint,2,2,9,7,1.45,1.8751,2.04,2.0212,0,-0.1460999999999999,2
4116,stand,sustain,1,2,5,7,226.2,4.0621,2.67,2.1367,-1,1.9254000000000002,-2
4117,stand,fend,1,1,5,4,226.2,4.0621,0.92,1.6812,0,2.3809,1
4118,act,execute,1,3,3,7,109.12,3.7455,5.55,2.4533,-2,1.2921999999999998,-4
4119,fill,execute,1,3,4,7,43.94,3.3506,5.55,2.4533,-2,0.8973,-3
4120,kick,drive,1,1,4,5,73.41,3.5735,153.14,3.8927,0,-0.31919999999999993,-1
4121,trot,drive,1,1,4,5,1.8,1.9685,153.14,3.8927,0,-1.9242000000000001,-1
4122,labor,drive,2,1,5,5,12.18,2.7938,153.14,3.8927,1,-1.0989,0
4123,kick,toe,1,1,4,3,73.41,3.5735,12.69,2.8116,0,0.7619000000000002,1
4124,vibrate,oscillate,2,3,7,9,1.1,1.7559,0.06,0.6021,-1,1.1538,-2
4125,encounter,battle,3,2,9,6,5.57,2.4548,42.25,3.3336,1,-0.8788,3
4126,mingle,mix,2,1,6,3,2.69,2.1399,16.35,2.9217,1,-0.7818,3
4127,knock,tap,1,1,5,3,64.69,3.5185,14.75,2.8768,0,0.6417000000000002,2
4128,pinch,squeeze,1,1,5,7,6.12,2.4955,15.08,2.8865,0,-0.391,-2
4129,express,squeeze,2,1,7,7,17.92,2.9614,15.08,2.8865,1,0.07489999999999997,0
4130,jam,squeeze,1,1,3,7,13.53,2.8395,15.08,2.8865,0,-0.04699999999999971,-4
4131,reach,strain,1,1,5,6,56.92,3.463,7.08,2.5587,0,0.9043000000000001,-1
4132,enforce,impose,2,2,7,6,1.69,1.9395,2.84,2.1644,0,-0.2249000000000001,1
4133,prove,justify,1,3,5,7,70.39,3.5552,5.02,2.4099,-2,1.1453000000000002,-2
4134,prove,establish,1,3,5,9,70.39,3.5552,6.33,2.5105,-2,1.0447000000000002,-4
4135,strengthen,establish,2,3,10,9,1.61,1.9191,6.33,2.5105,-1,-0.5913999999999999,1
4136,steal,slip,1,1,5,4,53.33,3.4347,25.88,3.1209,0,0.3138000000000001,1
4137,omit,slip,2,1,4,4,0.27,1.1761,25.88,3.1209,1,-1.9447999999999999,0
4138,jostle,push,2,1,6,4,0.1,0.7782,70.55,3.5562,1,-2.778,2
4139,put,push,1,1,3,4,828.45,4.6258,70.55,3.5562,0,1.0695999999999999,-1
4140,fight,push,1,1,5,4,201.08,4.011,70.55,3.5562,0,0.4548000000000001,1
4141,propel,push,2,1,6,4,0.22,1.0792,70.55,3.5562,1,-2.4770000000000003,2
4142,find,supply,1,2,4,6,830.96,4.6272,18.67,2.9791,-1,1.6481000000000003,-2
4143,fund,supply,1,2,4,6,10.61,2.734,18.67,2.9791,-1,-0.24509999999999987,-2
4144,provide,supply,2,2,7,6,17.41,2.9489,18.67,2.9791,0,-0.030199999999999783,1
4145,sting,burn,1,1,5,4,7.02,2.5551,55.22,3.4498,0,-0.8947000000000003,1
4146,sear,burn,1,1,4,4,0.22,1.0792,55.22,3.4498,0,-2.3706000000000005,0
4147,get,flummox,1,2,3,7,4583.76,5.3688,0.02,0.301,-1,5.0678,-4
4148,get,con,1,1,3,3,4583.76,5.3688,12.63,2.8096,0,2.5592,0
4149,enter,participate,2,4,5,11,29.73,3.181,4.39,2.3522,-2,0.8288000000000002,-6
4150,enter,embark,2,2,5,6,29.73,3.181,1.25,1.8129,0,1.3681,-1
4151,enter,insert,2,2,5,6,29.73,3.181,2.76,2.1523,0,1.0287000000000002,-1
4152,inject,insert,2,2,6,6,2.41,2.0934,2.76,2.1523,0,-0.05889999999999995,0
4153,implant,insert,2,2,7,6,2.14,2.0414,2.76,2.1523,0,-0.1109,1
4154,enter,dip,2,1,5,3,29.73,3.181,7.96,2.6096,1,0.5714000000000001,2
4155,dive,dip,1,1,4,3,12.82,2.8162,7.96,2.6096,0,0.2065999999999999,1
4156,recite,declaim,2,2,6,7,3.0,2.1875,0.02,0.301,0,1.8865,-1
4157,inflict,administer,2,4,7,10,1.35,1.8451,1.67,1.9345,-2,-0.08940000000000015,-3
4158,manage,administer,2,4,6,10,21.47,3.0398,1.67,1.9345,-2,1.1053,-4
4159,disintegrate,crumble,4,2,12,7,0.51,1.4314,1.39,1.8573,2,-0.42589999999999995,5
4160,ban,censor,1,2,3,6,3.14,2.2068,0.82,1.6335,-1,0.5732999999999999,-3
4161,complete,realize,2,2,8,7,51.69,3.4211,79.06,3.6056,0,-0.1844999999999999,1
4162,raise,exalt,1,2,5,5,55.2,3.4496,0.2,1.0414,-1,2.4082,0
4163,glorify,exalt,3,2,7,5,0.37,1.301,0.2,1.0414,1,0.25959999999999983,2
4164,assert,defend,2,2,6,6,0.84,1.6435,18.8,2.9823,0,-1.3388,0
4165,sustain,defend,2,2,7,6,2.67,2.1367,18.8,2.9823,0,-0.8456000000000001,1
4166,plead,defend,1,2,5,6,7.0,2.5539,18.8,2.9823,-1,-0.4283999999999999,-1
4167,assert,vindicate,2,3,6,9,0.84,1.6435,0.12,0.8451,-1,0.7984,-3
4168,justify,vindicate,3,3,7,9,5.02,2.4099,0.12,0.8451,0,1.5648,-2
4169,assert,maintain,2,2,6,8,0.84,1.6435,12.96,2.8209,0,-1.1774,-2
4170,entertain,maintain,3,2,9,8,6.14,2.4969,12.96,2.8209,1,-0.32399999999999984,1
4171,bar,stop,1,1,3,4,85.98,3.6421,707.27,4.5572,0,-0.9150999999999998,-1
4172,prevent,stop,2,1,7,4,13.06,2.8241,707.27,4.5572,1,-1.7330999999999999,3
4173,flourish,develop,2,3,8,7,0.8,1.6232,9.61,2.6911,-1,-1.0679,1
4174,hire,engage,2,2,4,6,25.53,3.1149,6.16,2.4983,0,0.6166,-2
4175,lease,engage,1,2,5,6,6.27,2.5065,6.16,2.4983,-1,0.008199999999999985,-1
4176,order,engage,2,2,5,6,156.57,3.9023,6.16,2.4983,0,1.404,-1
4177,occupy,engage,3,2,6,6,2.47,2.1038,6.16,2.4983,1,-0.39449999999999985,0
4178,massacre,slaughter,3,2,8,9,3.96,2.3075,5.45,2.4456,1,-0.1381000000000001,-1
4179,reserve,retain,2,2,7,6,7.18,2.5647,2.37,2.0864,0,0.4783000000000004,1
4180,reserve,earmark,2,2,7,7,7.18,2.5647,0.06,0.6021,0,1.9626000000000001,0
4181,reserve,resist,2,2,7,6,7.18,2.5647,12.88,2.8182,0,-0.25349999999999984,1
4182,discover,explore,3,2,8,7,12.04,2.7889,6.22,2.5024,1,0.28649999999999975,1
4183,dive,explore,1,2,4,7,12.82,2.8162,6.22,2.5024,-1,0.31379999999999963,-3
4184,discover,divulge,3,2,8,7,12.04,2.7889,1.27,1.8195,1,0.9694,1
4185,discover,impart,3,2,8,6,12.04,2.7889,0.53,1.4472,1,1.3417,2
4186,communicate,impart,4,2,11,6,8.51,2.6385,0.53,1.4472,2,1.1913,5
4187,discover,identify,3,4,8,8,12.04,2.7889,16.18,2.917,-1,-0.12809999999999988,0
4188,key,identify,1,4,3,8,86.86,3.6465,16.18,2.917,-3,0.7295000000000003,-5
4189,impair,damage,2,2,6,6,0.16,0.9542,33.06,3.2271,0,-2.2729,0
4190,spoil,damage,1,2,5,6,11.63,2.7738,33.06,3.2271,-1,-0.45330000000000004,-1
4191,direct,organize,2,3,6,8,24.04,3.0888,4.31,2.3444,-1,0.7444000000000002,-2
4192,draw,write,1,1,4,5,40.41,3.3143,126.8,3.8108,0,-0.49650000000000016,-1
4193,draw,tie,1,1,4,3,40.41,3.3143,44.43,3.3555,0,-0.04120000000000035,1
4194,drag,trail,1,1,4,5,26.45,3.1303,19.2,2.9912,0,0.1391,-1
4195,drag,brake,1,1,4,5,26.45,3.1303,5.98,2.4857,0,0.6446000000000001,-1
4196,manage,handle,2,2,6,6,21.47,3.0398,108.41,3.7427,0,-0.7029000000000001,0
4197,cope,handle,1,2,4,6,3.25,2.2227,108.41,3.7427,-1,-1.52,-2
4198,ravage,plunder,2,2,6,7,0.53,1.4472,0.84,1.6435,0,-0.19629999999999992,-1
4199,ravage,waste,2,1,6,5,0.53,1.4472,53.25,3.4341,1,-1.9868999999999999,1
4200,spend,waste,1,1,5,5,93.27,3.6774,53.25,3.4341,0,0.24330000000000007,0
4201,perform,fulfill,2,2,7,7,16.1,2.9149,3.9,2.301,0,0.6138999999999997,0
4202,redeem,fulfill,2,2,6,7,1.63,1.9243,3.9,2.301,0,-0.37670000000000026,-1
4203,elude,escape,2,2,5,6,0.41,1.3424,44.27,3.3539,0,-2.0115,-1
4204,run,escape,1,2,3,6,350.55,4.2523,44.27,3.3539,-1,0.8984000000000001,-3
4205,elude,avoid,2,2,5,5,0.41,1.3424,24.29,3.0934,0,-1.751,0
4206,boycott,avoid,2,2,7,5,0.96,1.699,24.29,3.0934,0,-1.3943999999999999,2
4207,wash,rinse,1,1,4,5,40.73,3.3176,2.35,2.0828,0,1.2348,-1
4208,intend,contemplate,2,3,6,11,23.2,3.0734,1.24,1.8062,-1,1.2671999999999999,-5
4209,slay,dispatch,1,2,4,8,2.14,2.0414,6.86,2.5453,-1,-0.5039000000000002,-4
4210,remove,dispatch,2,2,6,8,21.25,3.0354,6.86,2.5453,0,0.4901,-2
4211,slay,hit,1,1,4,3,2.14,2.0414,275.0,4.1469,0,-2.1054999999999997,1
4212,stumble,hit,2,1,7,3,1.96,2.0043,275.0,4.1469,1,-2.1425999999999994,4
4213,affect,hit,2,1,6,3,11.14,2.7551,275.0,4.1469,1,-1.3917999999999995,3
4214,make,hit,1,1,4,3,1387.75,4.8499,275.0,4.1469,0,0.7030000000000003,1
4215,frighten,fear,2,1,8,4,6.35,2.5119,69.08,3.547,1,-1.0351000000000004,4
4216,frighten,scare,2,1,8,5,6.35,2.5119,33.57,3.2338,1,-0.7219000000000002,3
4217,wish,bid,1,1,4,3,235.12,4.0789,12.59,2.8082,0,1.2707000000000002,1
4218,give,move,1,1,4,4,1167.82,4.775,418.14,4.3289,0,0.4461000000000004,0
4219,agitate,move,3,1,7,4,0.43,1.3617,418.14,4.3289,2,-2.9672,3
4220,remove,move,2,1,6,4,21.25,3.0354,418.14,4.3289,1,-1.2934999999999999,2
4221,lumber,move,2,1,6,4,2.47,2.1038,418.14,4.3289,1,-2.2251,2
4222,give,cause,1,1,4,5,1167.82,4.775,310.04,4.199,0,0.5760000000000005,-1
4223,operate,cause,3,1,7,5,13.37,2.8344,310.04,4.199,2,-1.3645999999999998,2
4224,generate,cause,3,1,8,5,2.43,2.0969,310.04,4.199,2,-2.1020999999999996,3
4225,germinate,cause,3,1,9,5,0.02,0.301,310.04,4.199,2,-3.8979999999999997,4
4226,cost,cause,1,1,4,5,54.92,3.4475,310.04,4.199,0,-0.7515000000000001,-1
4227,sweat,toil,1,1,5,4,21.86,3.0477,1.0,1.716,0,1.3316999999999999,1
4228,muster,rally,2,2,6,5,1.49,1.8865,7.22,2.567,0,-0.6805000000000001,1
4229,mobilize,rally,3,2,8,5,1.02,1.7243,7.22,2.567,1,-0.8427000000000002,3
4230,designate,assign,3,2,9,6,0.61,1.5051,2.71,2.143,1,-0.6378999999999997,3
4231,admonish,inform,3,2,8,6,0.08,0.699,12.63,2.8096,1,-2.1106000000000003,2
4232,hoard,hide,1,1,5,4,0.45,1.3802,69.69,3.5508,0,-2.1706000000000003,1
4233,smother,hide,2,1,7,4,1.18,1.7853,69.69,3.5508,1,-1.7655,3
4234,court,seek,1,1,5,4,100.73,3.7108,18.31,2.9708,0,0.7399999999999998,1
4235,deform,twist,2,1,6,5,0.12,0.8451,12.61,2.8089,1,-1.9638,1
4236,allude,indicate,2,3,6,8,0.2,1.0414,8.33,2.6294,-1,-1.5879999999999999,-2
4237,pay,hire,1,2,3,4,254.61,4.1135,25.53,3.1149,-1,0.9986000000000002,-1
4238,charter,hire,2,2,7,4,2.96,2.1818,25.53,3.1149,0,-0.9331,3
4239,prosper,succeed,2,2,7,7,1.1,1.7559,9.45,2.6839,0,-0.9279999999999999,0
4240,obtain,succeed,2,2,6,7,3.73,2.281,9.45,2.6839,0,-0.4028999999999998,-1
4241,display,discover,2,3,7,8,8.53,2.6395,12.04,2.7889,-1,-0.14939999999999998,-1
4242,meet,satisfy,1,3,4,7,352.27,4.2545,5.61,2.4579,-2,1.7966000000000002,-3
4243,meet,assemble,1,3,4,8,352.27,4.2545,3.2,2.2148,-2,2.0397000000000003,-4
4244,collect,assemble,2,3,7,8,20.0,3.009,3.2,2.2148,-1,0.7942,-1
4245,key,describe,1,2,3,8,86.86,3.6465,16.98,2.938,-1,0.7084999999999999,-5
4246,stretch,load,1,1,7,4,14.67,2.8745,29.22,3.1735,0,-0.2990000000000004,3
4247,prepare,load,2,1,7,4,33.55,3.2335,29.22,3.1735,1,0.05999999999999961,3
4248,stretch,tighten,1,2,7,7,14.67,2.8745,2.86,2.1673,-1,0.7071999999999998,0
4249,alarm,disturb,2,2,5,7,29.84,3.1827,11.1,2.7536,0,0.42910000000000004,-2
4250,touch,disturb,1,2,5,7,147.73,3.8771,11.1,2.7536,-1,1.1235,-2
4251,alarm,frighten,2,2,5,8,29.84,3.1827,6.35,2.5119,0,0.6708000000000003,-3
4252,scare,frighten,1,2,5,8,33.57,3.2338,6.35,2.5119,-1,0.7219000000000002,-3
4253,flash,flip,1,1,5,4,15.35,2.8943,14.27,2.8627,0,0.03160000000000007,1
4254,bid,offer,1,2,3,5,12.59,2.8082,74.71,3.581,-1,-0.7728000000000002,-2
4255,put,offer,1,2,3,5,828.45,4.6258,74.71,3.581,-1,1.0448,-2
4256,put,place,1,1,3,5,828.45,4.6258,602.67,4.4877,0,0.13809999999999967,-2
4257,identify,place,4,1,8,5,16.18,2.917,602.67,4.4877,3,-1.5707000000000004,3
4258,aim,place,1,1,3,5,14.86,2.8802,602.67,4.4877,0,-1.6075000000000004,-2
4259,rate,place,1,1,4,5,24.92,3.1045,602.67,4.4877,0,-1.3832000000000004,-1
4260,put,fix,1,1,3,3,828.45,4.6258,86.78,3.6461,0,0.9796999999999998,0
4261,plant,fix,1,1,5,3,27.61,3.1489,86.78,3.6461,0,-0.4972000000000003,2
4262,confirm,fix,2,1,7,3,14.43,2.8675,86.78,3.6461,1,-0.7786,4
4263,determine,fix,3,1,9,3,8.39,2.6325,86.78,3.6461,2,-1.0136000000000003,6
4264,deposit,fix,3,1,7,3,10.8,2.7419,86.78,3.6461,2,-0.9042000000000003,4
4265,improve,advance,2,2,7,7,8.1,2.617,15.98,2.9117,0,-0.2947000000000002,0
4266,win,advance,1,2,3,7,134.65,3.8368,15.98,2.9117,-1,0.9251,-4
4267,enhance,advance,2,2,7,7,2.45,2.1004,15.98,2.9117,0,-0.8113000000000001,0
4268,improve,amend,2,2,7,5,8.1,2.617,0.75,1.5911,0,1.0259,2
4269,repair,amend,2,2,6,5,8.82,2.6542,0.75,1.5911,0,1.0631,1
4270,demonstrate,evidence,3,3,11,8,4.67,2.3784,85.0,3.6371,0,-1.2587000000000002,3
4271,gather,amass,2,2,6,5,15.67,2.9031,0.06,0.6021,0,2.3009999999999997,1
4272,compile,amass,2,2,7,5,0.53,1.4472,0.06,0.6021,0,0.8451000000000001,2
4273,salvage,save,2,1,7,4,4.12,2.3243,162.31,3.918,1,-1.5937000000000001,3
4274,rescue,save,2,1,6,4,25.41,3.1129,162.31,3.918,1,-0.8051000000000004,2
4275,express,denote,2,2,7,6,17.92,2.9614,0.08,0.699,0,2.2624,1
4276,fight,strive,1,1,5,6,201.08,4.011,1.31,1.8325,0,2.1785,-1
4277,supersede,omit,3,2,9,4,0.16,0.9542,0.27,1.1761,1,-0.22189999999999988,5
4278,believe,suppose,2,2,7,7,625.14,4.5036,125.8,3.8073,0,0.6962999999999995,0
4279,conceive,suppose,2,2,8,7,2.29,2.0719,125.8,3.8073,0,-1.7354000000000003,1
4280,abandon,leave,3,1,7,5,8.1,2.617,560.71,4.4563,2,-1.8392999999999997,2
4281,quit,leave,1,1,4,5,90.1,3.6624,560.71,4.4563,0,-0.7938999999999998,-1
4282,will,leave,1,1,4,5,2123.65,5.0347,560.71,4.4563,0,0.5784000000000002,-1
4283,swoon,lose,1,1,5,4,0.61,1.5051,164.35,3.9234,0,-2.4183,1
4284,urge,crowd,1,1,4,5,6.65,2.5315,37.37,3.2804,0,-0.7489000000000003,-1
4285,urge,instigate,1,3,4,9,6.65,2.5315,0.2,1.0414,-2,1.4900999999999998,-5
4286,urge,recommend,1,3,4,9,6.65,2.5315,14.0,2.8543,-2,-0.3228,-5
4287,summon,convene,2,2,6,7,3.86,2.2967,0.76,1.6021,0,0.6945999999999999,-1
4288,assemble,convene,3,2,8,7,3.2,2.2148,0.76,1.6021,1,0.6126999999999998,1
4289,require,need,3,1,7,4,10.63,2.7348,1294.9,4.8198,2,-2.085,3
4290,begin,reintroduce,2,4,5,11,56.98,3.4634,0.18,1.0,-2,2.4634,-6
4291,smother,strangle,2,2,7,8,1.18,1.7853,4.37,2.3502,0,-0.5649,-1
4292,cope,struggle,1,2,4,8,3.25,2.2227,13.37,2.8344,-1,-0.6116999999999999,-4
4293,recognize,distinguish,3,3,9,11,34.31,3.2433,1.78,1.9638,0,1.2795,-2
4294,characterize,distinguish,4,3,12,11,0.69,1.5563,1.78,1.9638,1,-0.4075,1
4295,recognize,reexamine,3,4,9,9,34.31,3.2433,0.29,1.2041,-1,2.0392,0
4296,recognize,own,3,1,9,3,34.31,3.2433,459.2,4.3696,2,-1.1263,6
4297,recognize,greet,3,1,9,5,34.31,3.2433,5.25,2.4298,2,0.8134999999999999,4
4298,experiment,experience,4,4,10,10,16.2,2.9175,60.55,3.4898,0,-0.5722999999999998,0
4299,plant,devise,1,2,5,6,27.61,3.1489,0.63,1.5185,-1,1.6303999999999998,-1
4300,growl,rumble,1,2,5,6,0.98,1.7076,2.73,2.1461,-1,-0.4385000000000001,-1
4301,weigh,press,1,1,5,5,7.12,2.5611,60.2,3.4873,0,-0.9261999999999997,0
4302,campaign,press,2,1,8,5,16.78,2.933,60.2,3.4873,1,-0.5543,3
4303,compress,press,2,1,8,5,0.61,1.5051,60.2,3.4873,1,-1.9821999999999997,3
4304,tolerate,brook,3,1,8,5,6.94,2.5502,2.04,2.0212,2,0.5289999999999999,3
4305,tolerate,indulge,3,2,8,7,6.94,2.5502,2.88,2.1703,1,0.3798999999999997,1
4306,relegate,submit,3,2,8,6,0.04,0.4771,5.53,2.4518,1,-1.9747,2
4307,diminish,dwindle,3,2,8,7,0.82,1.6335,0.1,0.7782,1,0.8553,1
4308,fix,nail,1,1,3,4,86.78,3.6461,18.65,2.9786,0,0.6675,-1
4309,torment,afflict,2,2,7,7,2.73,2.1461,0.08,0.699,0,1.4471000000000003,0
4310,reprint,reissue,2,3,7,7,0.14,0.9031,0.08,0.699,-1,0.20410000000000006,0
4311,dwarf,shrink,1,1,5,6,3.08,2.1987,11.31,2.7619,0,-0.5631999999999997,-1
4312,canonize,glorify,3,3,8,7,0.04,0.4771,0.37,1.301,0,-0.8238999999999999,1
4313,exalt,glorify,2,3,5,7,0.2,1.0414,0.37,1.301,-1,-0.25959999999999983,-2
4314,bestow,accord,2,2,6,6,1.1,1.7559,1.63,1.9243,0,-0.16839999999999988,0
4315,dictate,suggest,2,2,7,7,1.75,1.9542,39.24,3.3015,0,-1.3473,0
4316,dictate,urge,2,1,7,4,1.75,1.9542,6.65,2.5315,1,-0.5772999999999999,3
4317,encourage,urge,3,1,9,4,6.04,2.49,6.65,2.5315,2,-0.04149999999999965,5
4318,cheer,urge,1,1,5,4,18.69,2.9795,6.65,2.5315,0,0.44799999999999995,1
4319,recount,mention,2,2,7,7,0.73,1.5798,59.47,3.482,0,-1.9022000000000001,0
4320,suggest,evoke,2,2,7,5,39.24,3.3015,0.29,1.2041,0,2.0974,2
4321,suggest,seduce,2,2,7,6,39.24,3.3015,3.45,2.248,0,1.0534999999999997,1
4322,make,seduce,1,2,4,6,1387.75,4.8499,3.45,2.248,-1,2.6018999999999997,-2
4323,flower,bloom,2,1,6,5,22.76,3.0652,5.51,2.4502,1,0.6149999999999998,1
4324,specify,qualify,3,3,7,7,0.9,1.6721,4.1,2.3222,0,-0.6501000000000001,0
4325,specify,determine,3,3,7,9,0.9,1.6721,8.39,2.6325,0,-0.9603999999999999,-2
4326,run,determine,1,3,3,9,350.55,4.2523,8.39,2.6325,-2,1.6198000000000001,-6
4327,document,power,3,2,8,5,10.1,2.7126,149.02,3.8809,1,-1.1683,3
4328,document,commission,3,3,8,10,10.1,2.7126,13.78,2.8476,0,-0.1349999999999998,-2
4329,matter,weigh,2,1,6,5,370.59,4.2765,7.12,2.5611,1,1.7154000000000003,1
4330,matter,concern,2,2,6,7,370.59,4.2765,26.12,3.1248,0,1.1517000000000004,-1
4331,occupy,concern,3,2,6,7,2.47,2.1038,26.12,3.1248,1,-1.021,-1
4332,coil,fold,1,1,4,4,1.61,1.9191,8.63,2.6444,0,-0.7253000000000001,0
4333,sustain,uphold,2,2,7,6,2.67,2.1367,2.41,2.0934,0,0.043299999999999894,1
4334,speak,say,1,1,5,3,187.18,3.9799,1639.78,4.9224,0,-0.9424999999999994,2
4335,refuse,say,2,1,6,3,20.98,3.0298,1639.78,4.9224,1,-1.8925999999999998,3
4336,withdraw,remove,2,2,8,6,6.61,2.5289,21.25,3.0354,0,-0.5065,2
4337,purge,remove,1,2,5,6,1.61,1.9191,21.25,3.0354,-1,-1.1163,-1
4338,supplant,remove,2,2,8,6,0.06,0.6021,21.25,3.0354,0,-2.4333,2
4339,trust,entrust,1,2,5,7,178.18,3.9585,0.73,1.5798,-1,2.3787,-2
4340,mutilate,maim,3,1,8,4,0.57,1.4771,0.43,1.3617,2,0.11540000000000017,4
4341,prevent,prohibit,2,3,7,8,13.06,2.8241,0.47,1.3979,-1,1.4262000000000001,-1
4342,revoke,withdraw,2,2,6,8,0.73,1.5798,6.61,2.5289,0,-0.9491,-2
4343,disengage,withdraw,3,2,9,8,1.06,1.7404,6.61,2.5289,1,-0.7885000000000002,1
4344,represent,depict,3,2,9,6,15.16,2.8887,0.53,1.4472,1,1.4415,3
4345,offer,propose,2,2,5,7,74.71,3.581,13.0,2.8222,0,0.7587999999999999,-2
4346,offer,threaten,2,2,5,8,74.71,3.581,8.53,2.6395,0,0.9415,-3
4347,jeopardize,threaten,3,2,10,8,2.88,2.1703,8.53,2.6395,1,-0.46919999999999984,2
4348,pump,breathe,1,1,4,7,12.65,2.8102,48.51,3.3936,0,-0.5834000000000001,-3
4349,pilot,navigate,2,3,5,8,26.67,3.1339,1.92,1.9956,-1,1.1383,-3
4350,relieve,aid,2,1,7,3,5.57,2.4548,13.9,2.8513,1,-0.3965000000000001,4
4351,vanish,fade,2,1,6,4,3.2,2.2148,5.61,2.4579,1,-0.2431000000000001,2
4352,conduct,oversee,2,3,7,7,11.1,2.7536,1.33,1.8388,-1,0.9148000000000001,0
4353,conduct,manage,2,2,7,6,11.1,2.7536,21.47,3.0398,0,-0.2862,1
4354,fetch,trick,1,1,5,5,10.96,2.7482,47.27,3.3824,0,-0.6341999999999999,0
4355,shift,trick,1,1,5,5,22.82,3.0663,47.27,3.3824,0,-0.31610000000000005,0
4356,fetch,convey,1,2,5,6,10.96,2.7482,2.67,2.1367,-1,0.6115000000000004,-1
4357,continue,resume,3,2,8,6,49.55,3.4028,5.69,2.4639,1,0.9388999999999998,2
4358,end,aim,1,1,3,3,265.86,4.1323,14.86,2.8802,0,1.2521,0
4359,train,aim,1,1,5,3,95.06,3.6857,14.86,2.8802,0,0.8055000000000003,2
4360,legislate,pass,3,1,9,4,0.31,1.2304,108.12,3.7415,2,-2.5111,5
4361,outstrip,pass,2,1,8,4,0.08,0.699,108.12,3.7415,1,-3.0425,4
4362,attach,seize,2,1,6,5,2.47,2.1038,4.82,2.3927,1,-0.28889999999999993,1
4363,confiscate,seize,3,1,10,5,0.98,1.7076,4.82,2.3927,2,-0.6851,5
4364,stuff,pack,1,1,5,4,306.92,4.1946,43.82,3.3495,0,0.8451000000000004,1
4365,subscribe,agree,2,2,9,5,0.86,1.6532,64.67,3.5184,0,-1.8652000000000002,4
