,Word1,Word2,Word1_Syll,Word2_Syll,Freq_Per_Mil1,Log_Freq_Per_Mil1,Freq_Per_Mil2,Log_Freq_Per_Mil2,Syll_Delta,Freq_Delta
3840,viewfinder,finder,3,2,0.08,0.699,1.67,1.9345,1,-1.2355
3841,cannabis,weed,3,1,0.45,1.3802,11.76,2.7789,2,-1.3987
3842,hoe,weed,1,1,0.92,1.6812,11.76,2.7789,0,1.0977000000000001
3843,rumination,reflection,4,3,0.02,0.301,5.02,2.4099,1,-2.1088999999999998
3844,pagan,infidel,2,3,1.35,1.8451,1.08,1.7482,1,-0.09689999999999999
3845,kingdom,rule,2,1,15.43,2.8965,48.14,3.3902,1,-0.4937
3846,pattern,rule,2,1,14.47,2.8686,48.14,3.3902,1,-0.5216000000000003
3847,violation,trespass,4,2,7.55,2.5866,1.43,1.8692,2,0.7173999999999998
3848,violation,infringement,4,3,7.55,2.5866,0.18,1.0,1,1.5865999999999998
3849,collapse,breakdown,2,2,5.55,2.4533,7.31,2.5729,0,0.11960000000000015
3850,collapse,founder,2,2,5.55,2.4533,2.12,2.0374,0,-0.41590000000000016
3851,quarrel,misunderstanding,2,5,5.61,2.4579,8.27,2.6263,3,0.1684000000000001
3852,misinterpretation,misunderstanding,6,5,0.08,0.699,8.27,2.6263,1,-1.9273000000000002
3853,tiredness,fatigue,3,2,0.04,0.4771,1.82,1.9731,1,-1.496
3854,ordinance,arrangement,3,3,1.69,1.9395,9.45,2.6839,0,0.7444
3855,stripe,sign,1,1,1.45,1.8751,133.27,3.8324,0,1.9572999999999998
3856,bulk,majority,1,4,1.9,1.9912,5.12,2.4183,3,0.4270999999999998
3857,fence,protection,1,3,16.06,2.9138,23.47,3.0785,2,0.16469999999999985
3858,squid,calamari,1,4,2.76,2.1523,0.61,1.5051,3,-0.6471999999999998
3859,pollution,contamination,3,5,1.9,1.9912,1.18,1.7853,2,-0.20589999999999997
3860,soil,land,1,1,7.78,2.5999,88.12,3.6527,0,1.0528
3861,nation,land,2,1,20.49,3.0195,88.12,3.6527,1,-0.6332
3862,leaf,flap,1,1,5.2,2.4249,2.65,2.1335,0,-0.2913999999999999
3863,automobile,motorcycle,4,4,5.71,2.4654,8.92,2.659,0,0.1936
3864,automobile,machine,4,2,5.71,2.4654,70.25,3.5544,2,-1.089
3865,fall,pin,1,1,118.51,3.7814,16.37,2.9222,0,-0.8592
3866,chemist,apothecary,2,5,1.86,1.9823,0.39,1.3222,3,-0.6600999999999999
3867,cause,keep,1,1,310.04,4.199,702.86,4.5545,0,0.35550000000000015
3868,proceed,keep,2,1,20.9,3.0282,702.86,4.5545,1,-1.5263
3869,lock,fastening,1,3,56.57,3.4603,0.12,0.8451,2,-2.6152
3870,tie,knot,1,1,44.43,3.3555,3.69,2.2765,0,-1.0790000000000002
3871,patron,customer,2,3,3.1,2.2014,15.2,2.8899,1,0.6884999999999999
3872,tag,ticket,1,2,13.88,2.8506,45.57,3.3664,1,0.5158
3873,partition,separation,3,4,0.49,1.415,4.86,2.3962,1,0.9811999999999999
3874,closet,wardrobe,2,2,27.08,3.1405,6.47,2.5198,0,-0.6206999999999998
3875,policy,certificate,3,4,27.02,3.1396,8.98,2.6618,1,-0.4778000000000002
3876,magnate,tycoon,2,2,0.24,1.1139,1.02,1.7243,0,0.6104
3877,illusionist,magician,4,3,0.14,0.9031,7.65,2.5922,1,-1.6891
3878,pace,rack,1,1,9.57,2.6893,7.78,2.5999,0,-0.08939999999999992
3879,guy,fool,1,1,762.61,4.5899,89.33,3.6587,0,-0.9312
3880,airplane,plane,2,1,10.92,2.7466,95.53,3.6878,1,-0.9412000000000003
3881,initiation,creation,5,3,1.33,1.8388,6.08,2.4928,2,-0.6539999999999999
3882,magistrate,recorder,3,3,1.37,1.8513,4.94,2.4031,0,0.5517999999999998
3883,decay,corruption,2,3,2.06,2.0253,4.27,2.3404,1,0.3150999999999997
3884,mail,matter,1,2,36.84,3.2742,370.59,4.2765,1,1.0023000000000004
3885,weigh,matter,1,2,7.12,2.5611,370.59,4.2765,1,1.7154000000000003
3886,mile,mil,1,1,21.0,3.0302,2.86,2.1673,0,-0.8628999999999998
3887,source,seed,1,1,28.18,3.1578,7.57,2.5877,0,-0.5701
3888,tumult,riot,2,2,0.08,0.699,6.49,2.5211,0,1.8221000000000003
3889,control,widget,2,2,130.63,3.8237,0.2,1.0414,0,-2.7823
3890,control,predominate,2,4,130.63,3.8237,0.06,0.6021,2,-3.2216
3891,dominate,predominate,3,4,1.86,1.9823,0.06,0.6021,1,-1.3801999999999999
3892,control,guide,2,1,130.63,3.8237,17.84,2.9595,1,0.8642000000000003
3893,conduct,guide,2,1,11.1,2.7536,17.84,2.9595,1,-0.20589999999999975
3894,sex,gender,1,2,152.18,3.89,2.8,2.1584,1,-1.7316000000000003
3895,dam,dyke,1,1,5.75,2.4683,2.59,2.1239,0,-0.34440000000000026
3896,escort,date,2,1,14.69,2.8751,141.53,3.8585,1,-0.9833999999999996
3897,citation,quote,3,1,1.59,1.9138,9.57,2.6893,2,-0.7754999999999999
3898,laugh,giggle,1,2,62.86,3.5061,1.71,1.9445,1,-1.5616
3899,jump,bounce,1,1,69.82,3.5517,9.84,2.7016,0,-0.8500999999999999
3900,rebound,bounce,2,1,2.78,2.1553,9.84,2.7016,1,-0.5463
3901,jump,leap,1,1,69.82,3.5517,6.67,2.5328,0,-1.0189
3902,jump,skydive,1,2,69.82,3.5517,0.22,1.0792,1,-2.4725
3903,stock,fund,1,1,25.49,3.1143,10.61,2.734,0,-0.3803000000000001
3904,anatomy,build,4,1,3.2,2.2148,48.08,3.3897,3,-1.1749
3905,engineer,pioneer,3,3,11.69,2.776,2.08,2.0294,0,-0.7465999999999999
3906,can,toilet,1,2,5247.45,5.4275,28.9,3.1688,1,-2.2587
3907,registration,enrollment,4,3,6.53,2.5237,0.45,1.3802,1,1.1434999999999997
3908,initiative,opening,4,3,2.75,2.1492,38.43,3.2925,1,-1.1433
3909,rebellion,mutiny,3,3,2.55,2.1173,2.47,2.1038,0,-0.013500000000000068
3910,cord,cable,1,2,7.02,2.5551,21.73,3.0449,1,0.48980000000000024
3911,affinity,relation,4,3,0.57,1.4771,4.12,2.3243,1,-0.8472
3912,correlation,relation,4,3,0.57,1.4771,4.12,2.3243,1,-0.8472
3913,podium,dais,3,1,1.27,1.8195,0.27,1.1761,2,0.6434
3914,condensation,contraction,4,3,0.33,1.2553,1.08,1.7482,1,-0.4928999999999999
3915,accord,reconcile,2,3,1.63,1.9243,1.14,1.7709,1,-0.15339999999999998
3916,accord,consent,2,2,1.63,1.9243,7.43,2.5798,0,0.6555000000000002
3917,accord,harmonize,2,3,1.63,1.9243,0.1,0.7782,1,-1.1461
3918,circuit,course,2,1,6.67,2.5328,487.22,4.3953,1,-1.8624999999999998
3919,flow,course,1,1,13.75,2.8463,487.22,4.3953,0,1.549
3920,fiend,monster,1,2,2.8,2.1584,38.86,3.2973,1,1.1389
3921,behemoth,monster,3,2,0.2,1.0414,38.86,3.2973,1,-2.2558999999999996
3922,dike,ditch,1,1,0.41,1.3424,7.86,2.6042,0,1.2618
3923,statement,narrative,2,3,29.24,3.1738,1.04,1.7324,1,-1.4414
3924,opportunity,turn,5,1,41.0,3.3206,306.47,4.194,4,-0.8733999999999997
3925,incline,turn,2,1,0.37,1.301,306.47,4.194,1,-2.893
3926,frame,put,1,1,14.1,2.8573,828.45,4.6258,0,1.7685
3927,leave,put,1,1,560.71,4.4563,828.45,4.6258,0,0.1695000000000002
3928,frame,produce,1,2,14.1,2.8573,11.06,2.752,1,-0.10530000000000017
3929,breed,produce,1,2,6.33,2.5105,11.06,2.752,1,0.24149999999999983
3930,bring,produce,1,2,327.16,4.2224,11.06,2.752,1,-1.4704000000000006
3931,carriage,coach,2,1,7.47,2.5821,47.63,3.3856,1,-0.8035000000000001
3932,rhythm,swing,2,1,10.9,2.7459,25.98,3.1225,1,-0.37660000000000027
3933,turn,swing,1,1,306.47,4.194,25.98,3.1225,0,-1.0715
3934,wave,swing,1,1,21.25,3.0354,25.98,3.1225,0,0.08709999999999996
3935,oscillate,swing,3,1,0.06,0.6021,25.98,3.1225,2,-2.5204
3936,rhythm,meter,2,2,10.9,2.7459,6.22,2.5024,0,-0.2434999999999996
3937,notification,notice,5,2,0.61,1.5051,59.25,3.4804,3,-1.9752999999999998
3938,find,notice,1,2,830.96,4.6272,59.25,3.4804,1,-1.1468000000000003
3939,quote,notice,1,2,9.57,2.6893,59.25,3.4804,1,0.7911000000000001
3940,piece,item,1,2,124.49,3.8028,12.31,2.7987,1,-1.0040999999999998
3941,piece,join,1,1,124.49,3.8028,83.43,3.629,0,-0.17379999999999995
3942,queue,join,1,1,1.18,1.7853,83.43,3.629,0,1.8437
3943,add,join,1,1,33.06,3.2271,83.43,3.629,0,0.4018999999999999
3944,appeal,recourse,2,2,13.0,2.8222,0.75,1.5911,0,-1.2311
3945,appeal,collection,2,3,13.0,2.8222,18.16,2.9671,1,0.1448999999999998
3946,wisdom,dexterity,2,4,11.08,2.7528,0.41,1.3424,2,-1.4104
3947,vacation,rest,3,1,32.8,3.2238,212.96,4.0359,2,-0.8120999999999996
3948,lay,rest,1,1,58.24,3.4729,212.96,4.0359,0,0.5629999999999997
3949,stay,rest,1,1,515.65,4.4199,212.96,4.0359,0,-0.38400000000000034
3950,address,petition,2,3,52.27,3.426,4.22,2.3345,1,-1.0915000000000004
3951,wrath,vengeance,1,2,3.9,2.301,5.41,2.4425,1,0.14149999999999974
3952,redress,remedy,2,3,0.22,1.0792,2.31,2.0755,1,0.9963
3953,telephone,phone,3,1,32.37,3.218,269.73,4.1385,2,-0.9204999999999997
3954,duty,responsibility,2,6,50.96,3.415,35.41,3.257,4,-0.15799999999999992
3955,bureaus,agency,2,3,0.14,0.9031,19.43,2.9965,1,2.0934
3956,student,dig,2,1,43.04,3.3416,46.22,3.3725,1,-0.030899999999999928
3957,stab,dig,1,1,8.76,2.6513,46.22,3.3725,0,0.7212000000000001
3958,contingency,option,4,2,1.53,1.8976,14.43,2.8675,2,-0.9699000000000002
3959,switch,switching,1,2,28.12,3.1569,3.8,2.29,1,-0.8668999999999998
3960,turn,wrench,1,1,306.47,4.194,3.96,2.3075,0,-1.8864999999999998
3961,turn,plow,1,1,306.47,4.194,1.88,1.9868,0,-2.2072000000000003
3962,turn,translate,1,2,306.47,4.194,4.82,2.3927,1,-1.8013
3963,turn,fashion,1,2,306.47,4.194,18.76,2.9814,1,-1.2126000000000001
3964,get,fashion,1,2,4583.76,5.3688,18.76,2.9814,1,-2.3874000000000004
3965,modernity,modernism,4,4,0.06,0.6021,0.04,0.4771,0,-0.12499999999999994
3966,call,yell,1,1,861.39,4.6428,18.41,2.9731,0,-1.6697000000000002
3967,call,name,1,1,861.39,4.6428,641.86,4.515,0,-0.12780000000000058
3968,indicate,name,3,1,8.33,2.6294,641.86,4.515,2,-1.8855999999999997
3969,change,exchange,1,2,240.35,4.0885,20.22,3.0137,1,-1.0747999999999998
3970,gizzard,stomach,2,2,0.45,1.3802,33.82,3.237,0,1.8568
3971,sieve,drum,1,1,0.53,1.4472,8.47,2.6365,0,1.1892999999999998
3972,arch,span,1,1,3.69,2.2765,1.98,2.0086,0,-0.2679
3973,oasis,island,3,2,1.92,1.9956,39.57,3.3051,1,-1.3094999999999999
3974,tackle,attack,2,2,4.29,2.3424,75.55,3.5859,0,1.2435
3975,encounter,attack,3,2,5.57,2.4548,75.55,3.5859,1,-1.1311
3976,storm,attack,1,2,30.86,3.1973,75.55,3.5859,1,0.3886000000000003
3977,hair,wool,1,1,153.55,3.8939,3.16,2.2095,0,-1.6844000000000001
3978,request,demand,2,2,25.57,3.1156,17.12,2.9415,0,-0.17410000000000014
3979,necessitate,demand,4,2,0.04,0.4771,17.12,2.9415,2,-2.4644
3980,loot,pillage,1,2,3.55,2.2601,0.61,1.5051,1,-0.7549999999999999
3981,reader,referee,2,3,5.45,2.4456,3.59,2.2648,1,-0.18080000000000007
3982,keeper,custodian,2,4,4.08,2.3201,0.96,1.699,2,-0.6211
3983,integrity,probity,4,3,7.2,2.5658,0.06,0.6021,1,1.9636999999999998
3984,fanaticism,enthusiasm,5,5,0.12,0.8451,4.49,2.3617,0,1.5166
3985,result,effect,2,2,19.76,3.0039,23.9,3.0864,0,0.08250000000000002
3986,language,speech,2,1,35.1,3.2531,38.04,3.288,1,-0.03489999999999993
3987,insult,trauma,2,2,12.53,2.8062,17.04,2.9395,0,0.13329999999999975
3988,tongue,language,1,2,31.16,3.2014,35.1,3.2531,1,0.05169999999999986
3989,readiness,quickness,3,2,1.18,1.7853,0.14,0.9031,1,0.8822000000000001
3990,alias,pseudonym,3,3,4.08,2.3201,0.14,0.9031,0,-1.417
3991,whip,lash,1,1,13.16,2.8274,1.67,1.9345,0,-0.8928999999999998
3992,craft,strength,1,1,5.67,2.4624,36.92,3.2751,0,0.8127
3993,fold,enclosure,1,3,8.63,2.6444,0.39,1.3222,2,-1.3222
3994,kit,kitten,1,2,17.65,2.9547,4.73,2.3838,1,-0.5709
3995,gullet,esophagus,2,4,0.47,1.3979,0.71,1.5682,2,0.17030000000000012
3996,pimp,procurer,1,3,8.63,2.6444,0.02,0.301,2,-2.3434
3997,pimp,pander,1,2,8.63,2.6444,0.12,0.8451,1,-1.7993000000000001
3998,air,information,1,4,139.02,3.8507,89.35,3.6588,3,-0.19189999999999996
3999,air,publicize,1,3,139.02,3.8507,0.24,1.1139,2,-2.7367999999999997
4000,depot,terminal,2,3,2.94,2.179,7.65,2.5922,1,0.41320000000000023
4001,elevation,height,4,1,0.92,1.6812,9.33,2.6785,3,-0.9973000000000001
4002,elevation,peak,4,1,0.92,1.6812,5.94,2.4829,3,-0.8016999999999999
4003,carpentry,woodworking,3,3,0.45,1.3802,0.1,0.7782,0,-0.6020000000000001
4004,cave,grotto,1,2,13.98,2.8537,0.67,1.5441,1,-1.3095999999999999
4005,churchyard,cemetery,2,4,0.31,1.2304,8.69,2.6474,2,1.4170000000000003
4006,settlement,adjustment,3,3,6.31,2.5092,3.1,2.2014,0,-0.30779999999999985
4007,figure,physique,2,2,129.37,3.8195,0.65,1.5315,0,-2.2880000000000003
4008,amplitude,size,3,1,0.12,0.8451,46.14,3.3718,2,-2.5267
4009,parting,departure,2,3,2.27,2.0682,5.39,2.4409,1,0.37270000000000003
4010,belt,girdle,1,2,24.35,3.0945,1.55,1.9031,1,-1.1914
4011,sway,rock,1,1,2.53,2.1139,86.16,3.643,0,1.5290999999999997
4012,administrator,controller,5,3,1.65,1.9294,1.29,1.8261,2,0.10329999999999995
4013,antagonist,competitor,4,4,0.25,1.1461,1.37,1.8513,0,0.7052
4014,ending,finish,2,2,15.92,2.9101,98.92,3.7029,0,0.7928000000000002
4015,contrast,comparison,2,4,2.1,2.0334,3.67,2.2742,2,0.24080000000000013
4016,space,walk,1,1,66.06,3.5276,215.86,4.0418,0,0.5142000000000002
4017,shopping,studio,2,3,30.0,3.185,23.33,3.0759,1,-0.1091000000000002
4018,realm,division,1,3,4.67,2.3784,18.55,2.9763,2,0.5979000000000001
4019,trail,float,1,1,19.2,2.9912,7.47,2.5821,0,-0.4091
4020,glide,float,1,1,2.35,2.0828,7.47,2.5821,0,0.49929999999999986
4021,gap,break,1,1,4.27,2.3404,221.08,4.0522,0,1.7118000000000002
4022,develop,break,3,1,9.61,2.6911,221.08,4.0522,2,-1.3611
4023,gap,spread,1,1,4.27,2.3404,31.29,3.2033,0,0.8629000000000002
4024,serve,dish,1,1,37.94,3.2869,11.45,2.7672,0,-0.5197000000000003
4025,staff,personnel,1,3,32.0,3.213,16.37,2.9222,2,-0.29079999999999995
4026,humility,modesty,4,3,2.39,2.0899,1.76,1.959,1,0.13090000000000002
4027,girdle,corset,2,2,1.55,1.9031,0.88,1.6628,0,-0.24029999999999996
4028,hog,swine,1,1,5.12,2.4183,4.43,2.356,0,-0.06230000000000002
4029,capital,stock,3,1,12.71,2.8122,25.49,3.1143,2,-0.30210000000000026
4030,player,actor,2,2,37.76,3.2849,26.33,3.1284,0,-0.15649999999999986
4031,proprietor,owner,4,2,1.18,1.7853,23.24,3.0741,2,-1.2888
4032,characterization,portrayal,6,3,0.14,0.9031,0.35,1.2788,3,-0.3756999999999999
4033,strike,wave,1,1,45.57,3.3664,21.25,3.0354,0,-0.33099999999999996
4034,strike,assume,1,2,45.57,3.3664,33.47,3.2325,1,-0.13390000000000013
4035,bear,assume,1,2,57.41,3.4667,33.47,3.2325,1,-0.23419999999999996
4036,feign,assume,1,2,0.45,1.3802,33.47,3.2325,1,1.8522999999999998
4037,imagine,assume,3,2,81.04,3.6164,33.47,3.2325,1,0.38390000000000013
4038,presuppose,assume,3,2,0.1,0.7782,33.47,3.2325,1,-2.4543
4039,middleman,broker,3,2,0.8,1.6232,3.63,2.2695,1,-0.6462999999999999
4040,pond,cistern,1,2,6.33,2.5105,0.22,1.0792,1,-1.4313
4041,triumph,conquest,2,2,4.65,2.3766,1.88,1.9868,0,-0.3897999999999999
4042,blame,injury,1,3,58.78,3.477,10.2,2.7168,2,-0.7601999999999998
4043,gelatin,jelly,3,2,0.49,1.415,7.12,2.5611,1,-1.1461000000000001
4044,desire,grief,3,1,20.27,3.0149,10.82,2.7427,2,0.2721999999999998
4045,desire,beg,3,1,20.27,3.0149,50.98,3.4151,2,-0.4001999999999999
4046,drink,drinking,1,2,247.39,4.101,52.65,3.4291,1,-0.6718999999999999
4047,drink,revel,1,2,247.39,4.101,0.8,1.6232,1,-2.4778000000000002
4048,authorship,composition,3,4,0.1,0.7782,2.43,2.0969,1,1.3187000000000002
4049,hyphen,slash,2,1,0.22,1.0792,2.39,2.0899,1,-1.0107000000000002
4050,pitcher,mound,2,1,3.24,2.2201,1.51,1.8921,1,0.32800000000000007
4051,enrollment,register,3,3,0.45,1.3802,11.0,2.7497,0,1.3694999999999997
4052,domain,dominion,2,3,2.59,2.1239,1.14,1.7709,1,-0.353
4053,hobo,vagabond,2,3,1.78,1.9638,0.49,1.415,1,-0.5488
4054,stable,mew,2,1,13.2,2.8287,0.45,1.3802,1,1.4485
4055,burning,combustion,2,3,30.61,3.1937,1.25,1.8129,1,-1.3808000000000002
4056,convention,formula,3,3,12.33,2.7993,7.86,2.6042,0,-0.19510000000000005
4057,eye,regard,1,2,111.78,3.756,7.35,2.5752,1,-1.1807999999999996
4058,affect,regard,2,2,11.14,2.7551,7.35,2.5752,0,-0.17989999999999995
4059,excursion,expedition,3,4,0.67,1.5441,5.67,2.4624,1,0.9183000000000001
4060,decade,ten,2,1,4.84,2.3945,145.0,3.869,1,-1.4745000000000004
4061,king,monarch,1,2,129.25,3.8191,0.82,1.6335,1,-2.1856
4062,blow,shock,1,1,97.57,3.697,28.78,3.167,0,-0.5300000000000002
4063,scandalize,shock,3,1,0.02,0.301,28.78,3.167,2,-2.8659999999999997
4064,preparation,grooming,4,2,4.04,2.316,1.25,1.8129,2,0.5030999999999999
4065,screen,blind,1,1,23.39,3.077,45.82,3.3688,0,0.29179999999999984
4066,screen,sift,1,1,23.39,3.077,0.75,1.5911,0,-1.4859
4067,screen,pick,1,1,23.39,3.077,198.39,4.0051,0,0.9280999999999997
4068,accident,attribute,3,3,81.29,3.6177,0.88,1.6628,0,-1.9549
4069,ledge,bench,1,1,3.51,2.2553,9.67,2.6937,0,0.4384000000000001
4070,brotherhood,brethren,3,2,4.16,2.3284,1.33,1.8388,1,0.4895999999999998
4071,deposition,precipitation,4,5,3.0,2.1875,0.29,1.2041,1,-0.9834
4072,immorality,impurity,5,4,0.43,1.3617,0.14,0.9031,1,0.4585999999999999
4073,hash,hashish,1,2,3.53,2.2577,0.45,1.3802,1,-0.8774999999999997
4074,crew,group,1,1,47.53,3.3847,73.76,3.5755,0,0.19079999999999986
4075,detention,confinement,3,3,6.53,2.5237,0.78,1.6128,0,-0.9108999999999998
4076,mate,match,1,1,29.24,3.1738,49.43,3.4017,0,0.2279
4077,oppose,match,2,1,2.16,2.0453,49.43,3.4017,1,-1.3563999999999998
4078,equalize,match,3,1,0.2,1.0414,49.43,3.4017,2,-2.3602999999999996
4079,battleship,liner,3,2,1.71,1.9445,1.22,1.7993,1,0.1452
4080,brightness,radiance,2,3,0.59,1.4914,0.24,1.1139,1,-0.37750000000000017
4081,retail,report,2,2,2.31,2.0755,108.0,3.7411,0,1.6656
4082,resurrect,revive,3,2,0.71,1.5682,1.84,1.9777,1,-0.4095
4083,frustrate,hinder,2,2,0.27,1.1761,0.73,1.5798,0,0.40370000000000017
4084,prohibit,hinder,3,2,0.47,1.3979,0.73,1.5798,1,-0.18190000000000017
4085,stay,hinder,1,2,515.65,4.4199,0.73,1.5798,1,-2.8401
4086,take,conduct,1,2,1891.04,4.9843,11.1,2.7536,1,-2.2307
4087,bestow,conduct,2,2,1.1,1.7559,11.1,2.7536,0,0.9977
4088,carry,conduct,2,2,65.9,3.5266,11.1,2.7536,0,-0.7730000000000001
4089,quit,conduct,1,2,90.1,3.6624,11.1,2.7536,1,-0.9087999999999998
4090,take,occupy,1,3,1891.04,4.9843,2.47,2.1038,2,-2.8805
4091,amuse,occupy,2,3,2.61,2.1271,2.47,2.1038,1,-0.023299999999999876
4092,take,understand,1,3,1891.04,4.9843,482.45,4.391,2,-0.5933000000000002
4093,know,understand,1,3,5721.18,5.4651,482.45,4.391,2,-1.0740999999999996
4094,accept,understand,2,3,52.78,3.4302,482.45,4.391,1,0.9607999999999999
4095,empathize,understand,3,3,0.63,1.5185,482.45,4.391,0,2.8725
4096,take,consume,1,2,1891.04,4.9843,2.06,2.0253,1,-2.959
4097,corrode,consume,2,2,0.1,0.7782,2.06,2.0253,0,1.2471
4098,destroy,consume,2,2,47.18,3.3815,2.06,2.0253,0,-1.3561999999999999
4099,bear,afford,1,2,57.41,3.4667,44.43,3.3555,1,-0.11119999999999974
4100,provide,afford,2,2,17.41,2.9489,44.43,3.3555,0,0.4066000000000001
4101,bear,stand,1,1,57.41,3.4667,226.2,4.0621,0,0.5954000000000002
4102,bear,gestate,1,2,57.41,3.4667,0.06,0.6021,1,-2.8646
4103,know,recognize,1,3,5721.18,5.4651,34.31,3.2433,2,-2.2217999999999996
4104,combine,unite,2,2,2.22,2.0569,3.02,2.1903,0,0.13339999999999996
4105,theorize,hypothesize,3,4,0.2,1.0414,0.08,0.699,1,-0.34240000000000015
4106,range,reach,1,1,22.76,3.0652,56.92,3.463,0,0.39780000000000015
4107,accomplish,reach,3,1,5.84,2.4757,56.92,3.463,2,-0.9873000000000003
4108,ordain,enact,2,2,0.18,1.0,0.18,1.0,0,-0.0
4109,usher,announce,2,2,2.37,2.0864,9.76,2.6981,0,0.6117000000000004
4110,adjudicate,judge,4,1,0.1,0.7782,79.67,3.609,3,-2.8308
4111,dispose,discard,2,2,3.14,2.2068,1.08,1.7482,0,-0.4585999999999999
4112,abandon,discard,3,2,8.1,2.617,1.08,1.7482,1,0.8688
4113,dispose,appoint,2,2,3.14,2.2068,2.04,2.0212,0,-0.1856
4114,designate,appoint,3,2,0.61,1.5051,2.04,2.0212,1,-0.5160999999999998
4115,prescribe,appoint,2,2,1.45,1.8751,2.04,2.0212,0,0.1460999999999999
4116,stand,sustain,1,2,226.2,4.0621,2.67,2.1367,1,-1.9254000000000002
4117,stand,fend,1,1,226.2,4.0621,0.92,1.6812,0,-2.3809
4118,act,execute,1,3,109.12,3.7455,5.55,2.4533,2,-1.2921999999999998
4119,fill,execute,1,3,43.94,3.3506,5.55,2.4533,2,-0.8973
4120,kick,drive,1,1,73.41,3.5735,153.14,3.8927,0,0.31919999999999993
4121,trot,drive,1,1,1.8,1.9685,153.14,3.8927,0,1.9242000000000001
4122,labor,drive,2,1,12.18,2.7938,153.14,3.8927,1,-1.0989
4123,kick,toe,1,1,73.41,3.5735,12.69,2.8116,0,-0.7619000000000002
4124,vibrate,oscillate,2,3,1.1,1.7559,0.06,0.6021,1,-1.1538
4125,encounter,battle,3,2,5.57,2.4548,42.25,3.3336,1,-0.8788
4126,mingle,mix,2,1,2.69,2.1399,16.35,2.9217,1,-0.7818
4127,knock,tap,1,1,64.69,3.5185,14.75,2.8768,0,-0.6417000000000002
4128,pinch,squeeze,1,1,6.12,2.4955,15.08,2.8865,0,0.391
4129,express,squeeze,2,1,17.92,2.9614,15.08,2.8865,1,0.07489999999999997
4130,jam,squeeze,1,1,13.53,2.8395,15.08,2.8865,0,0.04699999999999971
4131,reach,strain,1,1,56.92,3.463,7.08,2.5587,0,-0.9043000000000001
4132,enforce,impose,2,2,1.69,1.9395,2.84,2.1644,0,0.2249000000000001
4133,prove,justify,1,3,70.39,3.5552,5.02,2.4099,2,-1.1453000000000002
4134,prove,establish,1,3,70.39,3.5552,6.33,2.5105,2,-1.0447000000000002
4135,strengthen,establish,2,3,1.61,1.9191,6.33,2.5105,1,0.5913999999999999
4136,steal,slip,1,1,53.33,3.4347,25.88,3.1209,0,-0.3138000000000001
4137,omit,slip,2,1,0.27,1.1761,25.88,3.1209,1,-1.9447999999999999
4138,jostle,push,2,1,0.1,0.7782,70.55,3.5562,1,-2.778
4139,put,push,1,1,828.45,4.6258,70.55,3.5562,0,-1.0695999999999999
4140,fight,push,1,1,201.08,4.011,70.55,3.5562,0,-0.4548000000000001
4141,propel,push,2,1,0.22,1.0792,70.55,3.5562,1,-2.4770000000000003
4142,find,supply,1,2,830.96,4.6272,18.67,2.9791,1,-1.6481000000000003
4143,fund,supply,1,2,10.61,2.734,18.67,2.9791,1,0.24509999999999987
4144,provide,supply,2,2,17.41,2.9489,18.67,2.9791,0,0.030199999999999783
4145,sting,burn,1,1,7.02,2.5551,55.22,3.4498,0,0.8947000000000003
4146,sear,burn,1,1,0.22,1.0792,55.22,3.4498,0,2.3706000000000005
4147,get,flummox,1,2,4583.76,5.3688,0.02,0.301,1,-5.0678
4148,get,con,1,1,4583.76,5.3688,12.63,2.8096,0,-2.5592
4149,enter,participate,2,4,29.73,3.181,4.39,2.3522,2,-0.8288000000000002
4150,enter,embark,2,2,29.73,3.181,1.25,1.8129,0,-1.3681
4151,enter,insert,2,2,29.73,3.181,2.76,2.1523,0,-1.0287000000000002
4152,inject,insert,2,2,2.41,2.0934,2.76,2.1523,0,0.05889999999999995
4153,implant,insert,2,2,2.14,2.0414,2.76,2.1523,0,0.1109
4154,enter,dip,2,1,29.73,3.181,7.96,2.6096,1,0.5714000000000001
4155,dive,dip,1,1,12.82,2.8162,7.96,2.6096,0,-0.2065999999999999
4156,recite,declaim,2,2,3.0,2.1875,0.02,0.301,0,-1.8865
4157,inflict,administer,2,4,1.35,1.8451,1.67,1.9345,2,0.08940000000000015
4158,manage,administer,2,4,21.47,3.0398,1.67,1.9345,2,-1.1053
4159,disintegrate,crumble,4,2,0.51,1.4314,1.39,1.8573,2,-0.42589999999999995
4160,ban,censor,1,2,3.14,2.2068,0.82,1.6335,1,-0.5732999999999999
4161,complete,realize,2,2,51.69,3.4211,79.06,3.6056,0,0.1844999999999999
4162,raise,exalt,1,2,55.2,3.4496,0.2,1.0414,1,-2.4082
4163,glorify,exalt,3,2,0.37,1.301,0.2,1.0414,1,0.25959999999999983
4164,assert,defend,2,2,0.84,1.6435,18.8,2.9823,0,1.3388
4165,sustain,defend,2,2,2.67,2.1367,18.8,2.9823,0,0.8456000000000001
4166,plead,defend,1,2,7.0,2.5539,18.8,2.9823,1,0.4283999999999999
4167,assert,vindicate,2,3,0.84,1.6435,0.12,0.8451,1,-0.7984
4168,justify,vindicate,3,3,5.02,2.4099,0.12,0.8451,0,-1.5648
4169,assert,maintain,2,2,0.84,1.6435,12.96,2.8209,0,1.1774
4170,entertain,maintain,3,2,6.14,2.4969,12.96,2.8209,1,-0.32399999999999984
