,Word1,Word2,Word1_Syll,Word2_Syll,Word1_Freq,Word2_Freq
5249,lively,vivacious,2,3,,
5251,malevolent,black,4,1,,
5252,separate,individual,3,5,,
5257,tacky,cheap,2,1,,
5258,frosty,cold,2,1,,
5262,unfair,biased,2,2,,
5266,periodic,occasional,4,4,,
5267,powerless,weak,3,1,,
5268,actual,active,3,2,,
5274,high,honorable,1,4,,
5275,outlandish,foreign,3,2,,
5276,raw,green,1,1,,
5277,smooth,mild,1,1,,
5281,steady,uniform,2,3,,
5283,upset,disturbed,2,2,,
5284,stupid,flat,2,1,,
5286,inhuman,cold,3,1,,
5288,plutonic,igneous,3,3,,
5293,terrible,frightful,3,2,,
5294,gross,great,1,1,,
5296,convertible,interchangeable,4,5,,
5297,economical,economic,5,4,,
5298,pleasant,merry,2,2,,
5299,discordant,harsh,3,1,,
5300,disgusting,foul,3,1,,
5303,crystalline,pure,3,1,,
5304,rough,uncut,1,2,,
5307,unkempt,shaggy,2,2,,
5308,bright,evident,1,3,,
5310,indecent,obscene,3,2,,
5311,desolate,barren,3,2,,
5313,violent,furious,3,3,,
5314,autonomous,sovereign,4,2,,
5315,obsolete,extinct,3,2,,
5319,shady,dark,2,1,,
5322,local,provincial,2,3,,
5323,ruinous,decayed,3,2,,
5324,incomplete,partial,3,2,,
5329,spiritual,holy,4,2,,
5332,just,fair,1,1,,
5333,astute,shrewd,2,1,,
5336,notorious,renowned,4,2,,
5338,eligible,suitable,4,3,,
5339,sensible,intelligent,3,4,,
5344,brutal,barbarous,2,3,,
5345,sick,twisted,1,2,,
5348,wretched,poor,2,1,,
5351,hebrew,jewish,2,2,,
5352,inert,lifeless,2,2,,
5353,wicked,dangerous,2,3,,
5355,unresolved,open,3,2,,
5356,horizontal,flat,4,1,,
5359,uncommon,strange,3,1,,
5360,artificial,false,4,1,,
5361,brutal,bestial,2,2,,
5362,blunt,candid,1,2,,
5363,sure,reliable,1,4,,
5368,prime,select,1,2,,
5371,dictatorial,authoritarian,5,6,,
5373,slick,sleek,1,1,,
5376,vindictive,nasty,3,2,,
5379,pure,true,1,1,,
5382,happy,contented,2,3,,
5385,solemn,formal,2,2,,
5387,serious,weighty,3,2,,
5389,wanton,lascivious,2,4,,
5391,extensive,nationwide,3,3,,
5392,plentiful,rich,3,1,,
5394,chinese,taiwanese,2,3,,
5395,distinct,different,2,3,,
5397,ardent,zealous,2,2,,
5398,ready,near,2,1,,
5399,lovely,beautiful,2,3,,
5400,confident,positive,3,3,,
5403,general,worldwide,3,2,,
5404,good,skillful,1,2,,
5406,invalid,weak,3,1,,
5407,respectful,reverential,3,4,,
5408,intentional,willful,4,2,,
5409,miscellaneous,various,5,3,,
5410,stocky,thick,2,1,,
5414,spirited,active,3,2,,
5420,missing,absent,2,2,,
5423,dependent,subordinate,3,4,,
5424,back,posterior,1,4,,
5427,new,young,1,1,,
5430,singular,single,3,2,,
5432,immediate,quick,4,1,,
5436,despotic,arbitrary,3,4,,
5437,robust,muscular,2,3,,
5438,accessible,open,4,2,,
5442,yellow,drab,2,1,,
5444,supplemental,additional,4,4,,
5447,big,bulky,1,2,,
